Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status
1676104290.0586905,204,1676104289,392272879,,"[level: 0
name: ""mavros: FCU connection""
message: ""connected""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Received packets:""
    value: ""58190""
  - 
    key: ""Dropped packets:""
    value: ""0""
  - 
    key: ""Buffer overruns:""
    value: ""0""
  - 
    key: ""Parse errors:""
    value: ""0""
  - 
    key: ""Rx sequence number:""
    value: ""138""
  - 
    key: ""Tx sequence number:""
    value: ""52""
  - 
    key: ""Rx total bytes:""
    value: ""3269893""
  - 
    key: ""Tx total bytes:""
    value: ""333240""
  - 
    key: ""Rx speed:""
    value: ""35146.000000""
  - 
    key: ""Tx speed:""
    value: ""44642.000000"", level: 2
name: ""mavros: GPS""
message: ""No satellites""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Satellites visible""
    value: ""0""
  - 
    key: ""Fix type""
    value: ""0""
  - 
    key: ""EPH (m)""
    value: ""Unknown""
  - 
    key: ""EPV (m)""
    value: ""Unknown"", level: 1
name: ""mavros: Mount""
message: ""Can not diagnose in this targeting mode""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Mode""
    value: ""255"", level: 0
name: ""mavros: Heartbeat""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Heartbeats since startup""
    value: ""146""
  - 
    key: ""Frequency (Hz)""
    value: ""1.000013""
  - 
    key: ""Vehicle type""
    value: ""Quadrotor""
  - 
    key: ""Autopilot type""
    value: ""PX4 Autopilot""
  - 
    key: ""Mode""
    value: ""STABILIZED""
  - 
    key: ""System status""
    value: ""Standby"", level: 0
name: ""mavros: System""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Sensor present""
    value: ""0x1021802C""
  - 
    key: ""Sensor enabled""
    value: ""0x1021800C""
  - 
    key: ""Sensor health""
    value: ""0x1027800F""
  - 
    key: ""3D magnetometer""
    value: ""Ok""
  - 
    key: ""absolute pressure""
    value: ""Ok""
  - 
    key: ""motor outputs / control""
    value: ""Ok""
  - 
    key: ""rc receiver""
    value: ""Ok""
  - 
    key: ""AHRS subsystem health""
    value: ""Ok""
  - 
    key: ""pre-arm check status. Always healthy when armed""
    value: ""Ok""
  - 
    key: ""CPU Load (%)""
    value: ""38.1""
  - 
    key: ""Drop rate (%)""
    value: ""0.0""
  - 
    key: ""Errors comm""
    value: ""0""
  - 
    key: ""Errors count #1""
    value: ""0""
  - 
    key: ""Errors count #2""
    value: ""0""
  - 
    key: ""Errors count #3""
    value: ""0""
  - 
    key: ""Errors count #4""
    value: ""0"", level: 1
name: ""mavros: Battery""
message: ""Low voltage""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Voltage""
    value: ""0.00""
  - 
    key: ""Current""
    value: ""nan""
  - 
    key: ""Remaining""
    value: ""-1.0"", level: 0
name: ""mavros: Time Sync""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Timesyncs since startup""
    value: ""1445""
  - 
    key: ""Frequency (Hz)""
    value: ""10.000152""
  - 
    key: ""Last RTT (ms)""
    value: ""1.384945""
  - 
    key: ""Mean RTT (ms)""
    value: ""0.487664""
  - 
    key: ""Last remote time (s)""
    value: ""361.434564000""
  - 
    key: ""Estimated time offset (s)""
    value: ""1676103927.874561787""]"
1676104290.0597396,205,1676104289,392349305,,"[level: 0
name: ""mavros: GCS bridge""
message: ""connected""
hardware_id: ""udp://@192.168.31.57""
values: 
  - 
    key: ""Received packets:""
    value: ""0""
  - 
    key: ""Dropped packets:""
    value: ""0""
  - 
    key: ""Buffer overruns:""
    value: ""0""
  - 
    key: ""Parse errors:""
    value: ""0""
  - 
    key: ""Rx sequence number:""
    value: ""0""
  - 
    key: ""Tx sequence number:""
    value: ""0""
  - 
    key: ""Rx total bytes:""
    value: ""0""
  - 
    key: ""Tx total bytes:""
    value: ""3269848""
  - 
    key: ""Rx speed:""
    value: ""0.000000""
  - 
    key: ""Tx speed:""
    value: ""35146.000000""]"
1676104290.892683,206,1676104290,892285694,,"[level: 0
name: ""mavros: FCU connection""
message: ""connected""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Received packets:""
    value: ""58828""
  - 
    key: ""Dropped packets:""
    value: ""0""
  - 
    key: ""Buffer overruns:""
    value: ""0""
  - 
    key: ""Parse errors:""
    value: ""0""
  - 
    key: ""Rx sequence number:""
    value: ""8""
  - 
    key: ""Tx sequence number:""
    value: ""39""
  - 
    key: ""Rx total bytes:""
    value: ""3305298""
  - 
    key: ""Tx total bytes:""
    value: ""380752""
  - 
    key: ""Rx speed:""
    value: ""35405.000000""
  - 
    key: ""Tx speed:""
    value: ""47512.000000"", level: 2
name: ""mavros: GPS""
message: ""No satellites""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Satellites visible""
    value: ""0""
  - 
    key: ""Fix type""
    value: ""0""
  - 
    key: ""EPH (m)""
    value: ""Unknown""
  - 
    key: ""EPV (m)""
    value: ""Unknown"", level: 1
name: ""mavros: Mount""
message: ""Can not diagnose in this targeting mode""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Mode""
    value: ""255"", level: 0
name: ""mavros: Heartbeat""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Heartbeats since startup""
    value: ""148""
  - 
    key: ""Frequency (Hz)""
    value: ""1.000001""
  - 
    key: ""Vehicle type""
    value: ""Quadrotor""
  - 
    key: ""Autopilot type""
    value: ""PX4 Autopilot""
  - 
    key: ""Mode""
    value: ""STABILIZED""
  - 
    key: ""System status""
    value: ""Standby"", level: 0
name: ""mavros: System""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Sensor present""
    value: ""0x1021802C""
  - 
    key: ""Sensor enabled""
    value: ""0x1021800C""
  - 
    key: ""Sensor health""
    value: ""0x1027800F""
  - 
    key: ""3D magnetometer""
    value: ""Ok""
  - 
    key: ""absolute pressure""
    value: ""Ok""
  - 
    key: ""motor outputs / control""
    value: ""Ok""
  - 
    key: ""rc receiver""
    value: ""Ok""
  - 
    key: ""AHRS subsystem health""
    value: ""Ok""
  - 
    key: ""pre-arm check status. Always healthy when armed""
    value: ""Ok""
  - 
    key: ""CPU Load (%)""
    value: ""38.6""
  - 
    key: ""Drop rate (%)""
    value: ""0.0""
  - 
    key: ""Errors comm""
    value: ""0""
  - 
    key: ""Errors count #1""
    value: ""0""
  - 
    key: ""Errors count #2""
    value: ""0""
  - 
    key: ""Errors count #3""
    value: ""0""
  - 
    key: ""Errors count #4""
    value: ""0"", level: 1
name: ""mavros: Battery""
message: ""Low voltage""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Voltage""
    value: ""0.00""
  - 
    key: ""Current""
    value: ""nan""
  - 
    key: ""Remaining""
    value: ""-1.0"", level: 0
name: ""mavros: Time Sync""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Timesyncs since startup""
    value: ""1460""
  - 
    key: ""Frequency (Hz)""
    value: ""10.000013""
  - 
    key: ""Last RTT (ms)""
    value: ""0.431518""
  - 
    key: ""Mean RTT (ms)""
    value: ""0.490859""
  - 
    key: ""Last remote time (s)""
    value: ""362.933034000""
  - 
    key: ""Estimated time offset (s)""
    value: ""1676103927.874626875""]"
1676104290.8927617,207,1676104290,892368972,,"[level: 0
name: ""mavros: GCS bridge""
message: ""connected""
hardware_id: ""udp://@192.168.31.57""
values: 
  - 
    key: ""Received packets:""
    value: ""0""
  - 
    key: ""Dropped packets:""
    value: ""0""
  - 
    key: ""Buffer overruns:""
    value: ""0""
  - 
    key: ""Parse errors:""
    value: ""0""
  - 
    key: ""Rx sequence number:""
    value: ""0""
  - 
    key: ""Tx sequence number:""
    value: ""0""
  - 
    key: ""Rx total bytes:""
    value: ""0""
  - 
    key: ""Tx total bytes:""
    value: ""3305253""
  - 
    key: ""Rx speed:""
    value: ""0.000000""
  - 
    key: ""Tx speed:""
    value: ""35405.000000""]"
1676104292.3927126,208,1676104292,392297981,,"[level: 0
name: ""mavros: FCU connection""
message: ""connected""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Received packets:""
    value: ""59460""
  - 
    key: ""Dropped packets:""
    value: ""0""
  - 
    key: ""Buffer overruns:""
    value: ""0""
  - 
    key: ""Parse errors:""
    value: ""0""
  - 
    key: ""Rx sequence number:""
    value: ""128""
  - 
    key: ""Tx sequence number:""
    value: ""26""
  - 
    key: ""Rx total bytes:""
    value: ""3340498""
  - 
    key: ""Tx total bytes:""
    value: ""428545""
  - 
    key: ""Rx speed:""
    value: ""35200.000000""
  - 
    key: ""Tx speed:""
    value: ""47793.000000"", level: 2
name: ""mavros: GPS""
message: ""No satellites""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Satellites visible""
    value: ""0""
  - 
    key: ""Fix type""
    value: ""0""
  - 
    key: ""EPH (m)""
    value: ""Unknown""
  - 
    key: ""EPV (m)""
    value: ""Unknown"", level: 1
name: ""mavros: Mount""
message: ""Can not diagnose in this targeting mode""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Mode""
    value: ""255"", level: 0
name: ""mavros: Heartbeat""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Heartbeats since startup""
    value: ""149""
  - 
    key: ""Frequency (Hz)""
    value: ""1.000001""
  - 
    key: ""Vehicle type""
    value: ""Quadrotor""
  - 
    key: ""Autopilot type""
    value: ""PX4 Autopilot""
  - 
    key: ""Mode""
    value: ""STABILIZED""
  - 
    key: ""System status""
    value: ""Standby"", level: 0
name: ""mavros: System""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Sensor present""
    value: ""0x1021802C""
  - 
    key: ""Sensor enabled""
    value: ""0x1021800C""
  - 
    key: ""Sensor health""
    value: ""0x1027800F""
  - 
    key: ""3D magnetometer""
    value: ""Ok""
  - 
    key: ""absolute pressure""
    value: ""Ok""
  - 
    key: ""motor outputs / control""
    value: ""Ok""
  - 
    key: ""rc receiver""
    value: ""Ok""
  - 
    key: ""AHRS subsystem health""
    value: ""Ok""
  - 
    key: ""pre-arm check status. Always healthy when armed""
    value: ""Ok""
  - 
    key: ""CPU Load (%)""
    value: ""39.1""
  - 
    key: ""Drop rate (%)""
    value: ""0.0""
  - 
    key: ""Errors comm""
    value: ""0""
  - 
    key: ""Errors count #1""
    value: ""0""
  - 
    key: ""Errors count #2""
    value: ""0""
  - 
    key: ""Errors count #3""
    value: ""0""
  - 
    key: ""Errors count #4""
    value: ""0"", level: 1
name: ""mavros: Battery""
message: ""Low voltage""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Voltage""
    value: ""0.00""
  - 
    key: ""Current""
    value: ""nan""
  - 
    key: ""Remaining""
    value: ""-1.0"", level: 0
name: ""mavros: Time Sync""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Timesyncs since startup""
    value: ""1475""
  - 
    key: ""Frequency (Hz)""
    value: ""10.000010""
  - 
    key: ""Last RTT (ms)""
    value: ""0.739611""
  - 
    key: ""Mean RTT (ms)""
    value: ""0.491799""
  - 
    key: ""Last remote time (s)""
    value: ""364.432974000""
  - 
    key: ""Estimated time offset (s)""
    value: ""1676103927.874694824""]"
1676104292.3927872,209,1676104292,392392111,,"[level: 0
name: ""mavros: GCS bridge""
message: ""connected""
hardware_id: ""udp://@192.168.31.57""
values: 
  - 
    key: ""Received packets:""
    value: ""0""
  - 
    key: ""Dropped packets:""
    value: ""0""
  - 
    key: ""Buffer overruns:""
    value: ""0""
  - 
    key: ""Parse errors:""
    value: ""0""
  - 
    key: ""Rx sequence number:""
    value: ""0""
  - 
    key: ""Tx sequence number:""
    value: ""0""
  - 
    key: ""Rx total bytes:""
    value: ""0""
  - 
    key: ""Tx total bytes:""
    value: ""3340453""
  - 
    key: ""Rx speed:""
    value: ""0.000000""
  - 
    key: ""Tx speed:""
    value: ""35200.000000""]"
1676104293.8929152,210,1676104293,892328007,,"[level: 0
name: ""mavros: FCU connection""
message: ""connected""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Received packets:""
    value: ""60094""
  - 
    key: ""Dropped packets:""
    value: ""0""
  - 
    key: ""Buffer overruns:""
    value: ""0""
  - 
    key: ""Parse errors:""
    value: ""0""
  - 
    key: ""Rx sequence number:""
    value: ""250""
  - 
    key: ""Tx sequence number:""
    value: ""248""
  - 
    key: ""Rx total bytes:""
    value: ""3375699""
  - 
    key: ""Tx total bytes:""
    value: ""473526""
  - 
    key: ""Rx speed:""
    value: ""35201.000000""
  - 
    key: ""Tx speed:""
    value: ""44981.000000"", level: 2
name: ""mavros: GPS""
message: ""No satellites""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Satellites visible""
    value: ""0""
  - 
    key: ""Fix type""
    value: ""0""
  - 
    key: ""EPH (m)""
    value: ""Unknown""
  - 
    key: ""EPV (m)""
    value: ""Unknown"", level: 1
name: ""mavros: Mount""
message: ""Can not diagnose in this targeting mode""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Mode""
    value: ""255"", level: 0
name: ""mavros: Heartbeat""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Heartbeats since startup""
    value: ""151""
  - 
    key: ""Frequency (Hz)""
    value: ""1.034488""
  - 
    key: ""Vehicle type""
    value: ""Quadrotor""
  - 
    key: ""Autopilot type""
    value: ""PX4 Autopilot""
  - 
    key: ""Mode""
    value: ""STABILIZED""
  - 
    key: ""System status""
    value: ""Active"", level: 0
name: ""mavros: System""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Sensor present""
    value: ""0x1021802C""
  - 
    key: ""Sensor enabled""
    value: ""0x1021800C""
  - 
    key: ""Sensor health""
    value: ""0x1027800F""
  - 
    key: ""3D magnetometer""
    value: ""Ok""
  - 
    key: ""absolute pressure""
    value: ""Ok""
  - 
    key: ""motor outputs / control""
    value: ""Ok""
  - 
    key: ""rc receiver""
    value: ""Ok""
  - 
    key: ""AHRS subsystem health""
    value: ""Ok""
  - 
    key: ""pre-arm check status. Always healthy when armed""
    value: ""Ok""
  - 
    key: ""CPU Load (%)""
    value: ""39.0""
  - 
    key: ""Drop rate (%)""
    value: ""0.0""
  - 
    key: ""Errors comm""
    value: ""0""
  - 
    key: ""Errors count #1""
    value: ""0""
  - 
    key: ""Errors count #2""
    value: ""0""
  - 
    key: ""Errors count #3""
    value: ""0""
  - 
    key: ""Errors count #4""
    value: ""0"", level: 1
name: ""mavros: Battery""
message: ""Low voltage""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Voltage""
    value: ""0.00""
  - 
    key: ""Current""
    value: ""nan""
  - 
    key: ""Remaining""
    value: ""-1.0"", level: 0
name: ""mavros: Time Sync""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Timesyncs since startup""
    value: ""1490""
  - 
    key: ""Frequency (Hz)""
    value: ""10.000047""
  - 
    key: ""Last RTT (ms)""
    value: ""1.261193""
  - 
    key: ""Mean RTT (ms)""
    value: ""0.495054""
  - 
    key: ""Last remote time (s)""
    value: ""365.933160000""
  - 
    key: ""Estimated time offset (s)""
    value: ""1676103927.874765396""]"
1676104293.8929715,211,1676104293,892434443,,"[level: 0
name: ""mavros: GCS bridge""
message: ""connected""
hardware_id: ""udp://@192.168.31.57""
values: 
  - 
    key: ""Received packets:""
    value: ""0""
  - 
    key: ""Dropped packets:""
    value: ""0""
  - 
    key: ""Buffer overruns:""
    value: ""0""
  - 
    key: ""Parse errors:""
    value: ""0""
  - 
    key: ""Rx sequence number:""
    value: ""0""
  - 
    key: ""Tx sequence number:""
    value: ""0""
  - 
    key: ""Rx total bytes:""
    value: ""0""
  - 
    key: ""Tx total bytes:""
    value: ""3375654""
  - 
    key: ""Rx speed:""
    value: ""0.000000""
  - 
    key: ""Tx speed:""
    value: ""35201.000000""]"
1676104295.3927095,212,1676104295,392308501,,"[level: 0
name: ""mavros: FCU connection""
message: ""connected""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Received packets:""
    value: ""60726""
  - 
    key: ""Dropped packets:""
    value: ""0""
  - 
    key: ""Buffer overruns:""
    value: ""0""
  - 
    key: ""Parse errors:""
    value: ""0""
  - 
    key: ""Rx sequence number:""
    value: ""114""
  - 
    key: ""Tx sequence number:""
    value: ""201""
  - 
    key: ""Rx total bytes:""
    value: ""3411441""
  - 
    key: ""Tx total bytes:""
    value: ""517023""
  - 
    key: ""Rx speed:""
    value: ""35742.000000""
  - 
    key: ""Tx speed:""
    value: ""43497.000000"", level: 2
name: ""mavros: GPS""
message: ""No satellites""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Satellites visible""
    value: ""0""
  - 
    key: ""Fix type""
    value: ""0""
  - 
    key: ""EPH (m)""
    value: ""Unknown""
  - 
    key: ""EPV (m)""
    value: ""Unknown"", level: 1
name: ""mavros: Mount""
message: ""Can not diagnose in this targeting mode""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Mode""
    value: ""255"", level: 0
name: ""mavros: Heartbeat""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Heartbeats since startup""
    value: ""152""
  - 
    key: ""Frequency (Hz)""
    value: ""0.965519""
  - 
    key: ""Vehicle type""
    value: ""Quadrotor""
  - 
    key: ""Autopilot type""
    value: ""PX4 Autopilot""
  - 
    key: ""Mode""
    value: ""STABILIZED""
  - 
    key: ""System status""
    value: ""Active"", level: 0
name: ""mavros: System""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Sensor present""
    value: ""0x1021802C""
  - 
    key: ""Sensor enabled""
    value: ""0x1021800C""
  - 
    key: ""Sensor health""
    value: ""0x1027800F""
  - 
    key: ""3D magnetometer""
    value: ""Ok""
  - 
    key: ""absolute pressure""
    value: ""Ok""
  - 
    key: ""motor outputs / control""
    value: ""Ok""
  - 
    key: ""rc receiver""
    value: ""Ok""
  - 
    key: ""AHRS subsystem health""
    value: ""Ok""
  - 
    key: ""pre-arm check status. Always healthy when armed""
    value: ""Ok""
  - 
    key: ""CPU Load (%)""
    value: ""41.7""
  - 
    key: ""Drop rate (%)""
    value: ""0.0""
  - 
    key: ""Errors comm""
    value: ""0""
  - 
    key: ""Errors count #1""
    value: ""0""
  - 
    key: ""Errors count #2""
    value: ""0""
  - 
    key: ""Errors count #3""
    value: ""0""
  - 
    key: ""Errors count #4""
    value: ""0"", level: 1
name: ""mavros: Battery""
message: ""Low voltage""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Voltage""
    value: ""0.00""
  - 
    key: ""Current""
    value: ""nan""
  - 
    key: ""Remaining""
    value: ""-1.0"", level: 0
name: ""mavros: Time Sync""
message: ""Normal""
hardware_id: ""/dev/ttyACM0:921600""
values: 
  - 
    key: ""Timesyncs since startup""
    value: ""1505""
  - 
    key: ""Frequency (Hz)""
    value: ""10.000017""
  - 
    key: ""Last RTT (ms)""
    value: ""0.507085""
  - 
    key: ""Mean RTT (ms)""
    value: ""0.498518""
  - 
    key: ""Last remote time (s)""
    value: ""367.431774000""
  - 
    key: ""Estimated time offset (s)""
    value: ""1676103927.874861002""]"
1676104295.392799,213,1676104295,392397852,,"[level: 0
name: ""mavros: GCS bridge""
message: ""connected""
hardware_id: ""udp://@192.168.31.57""
values: 
  - 
    key: ""Received packets:""
    value: ""0""
  - 
    key: ""Dropped packets:""
    value: ""0""
  - 
    key: ""Buffer overruns:""
    value: ""0""
  - 
    key: ""Parse errors:""
    value: ""0""
  - 
    key: ""Rx sequence number:""
    value: ""0""
  - 
    key: ""Tx sequence number:""
    value: ""0""
  - 
    key: ""Rx total bytes:""
    value: ""0""
  - 
    key: ""Tx total bytes:""
    value: ""3411396""
  - 
    key: ""Rx speed:""
    value: ""0.000000""
  - 
    key: ""Tx speed:""
    value: ""35742.000000""]"
