Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1676104290.041954,181,1676104289,252066666,,2,/record_1676104288854141692,Subscribing to /mavros/global_position/raw/gps_vel,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104290.042177,182,1676104289,264103943,,2,/record_1676104288854141692,Subscribing to /mavros/global_position/raw/satellites,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104290.0422783,183,1676104289,275624739,,2,/record_1676104288854141692,Subscribing to /mavros/global_position/global,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104290.0425894,184,1676104289,288162701,,2,/record_1676104288854141692,Subscribing to /mavros/global_position/local,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104290.042786,185,1676104289,297478126,,2,/record_1676104288854141692,Subscribing to /mavros/global_position/rel_alt,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104290.0447752,186,1676104289,307592051,,2,/record_1676104288854141692,Subscribing to /mavros/global_position/compass_hdg,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104290.0484705,187,1676104289,317733051,,2,/record_1676104288854141692,Subscribing to /mavros/global_position/gp_origin,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104290.0522532,188,1676104289,326916291,,2,/record_1676104288854141692,Subscribing to /mavros/global_position/gp_lp_offset,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104290.0522823,189,1676104289,334391513,,2,/record_1676104288854141692,Subscribing to /mavros/gps_rtk/rtk_baseline,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104290.0523682,190,1676104289,342880086,,2,/record_1676104288854141692,Subscribing to /mavros/gpsstatus/gps1/raw,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
