Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1676469335.1196473,2,1676469334,78422505,,2,/record_1676469333912251116,Subscribing to /rosout_agg,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469335.1197197,3,1676469334,88766328,,2,/record_1676469333912251116,Subscribing to /vrpn_client_node/UAV0/pose,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469335.119739,4,1676469334,99034503,,2,/record_1676469333912251116,Subscribing to /tf,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469335.1197479,5,1676469334,110420347,,2,/record_1676469333912251116,Subscribing to /diagnostics,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469335.1197612,6,1676469334,120551691,,2,/record_1676469333912251116,Subscribing to /tf_static,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469335.1197705,7,1676469334,137425376,,2,/record_1676469333912251116,Subscribing to /mavlink/from,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469335.1197786,8,1676469334,148256469,,2,/record_1676469333912251116,Subscribing to /mavros/radio_status,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469335.1197972,9,1676469334,159036804,,2,/record_1676469333912251116,Subscribing to /mavros/target_actuator_control,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469335.1198053,10,1676469334,169766157,,2,/record_1676469333912251116,Subscribing to /mavros/adsb/vehicle,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469335.1198132,11,1676469334,179380065,,2,/record_1676469333912251116,Subscribing to /mavros/altitude,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
