Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1676469259.5750642,2,1676469258,537482811,,2,/record_1676469258385881598,Subscribing to /rosout_agg,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.575134,3,1676469258,551949290,,2,/record_1676469258385881598,Subscribing to /vrpn_client_node/UAV0/pose,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5751734,4,1676469258,561888627,,2,/record_1676469258385881598,Subscribing to /tf,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5751824,5,1676469258,571985072,,2,/record_1676469258385881598,Subscribing to /diagnostics,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.575304,6,1676469258,581886818,,2,/record_1676469258385881598,Subscribing to /tf_static,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5753214,7,1676469258,591551588,,2,/record_1676469258385881598,Subscribing to /mavlink/from,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.575395,8,1676469258,601254227,,2,/record_1676469258385881598,Subscribing to /mavros/radio_status,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5755122,9,1676469258,610864627,,2,/record_1676469258385881598,Subscribing to /mavros/target_actuator_control,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.57554,10,1676469258,621048626,,2,/record_1676469258385881598,Subscribing to /mavros/adsb/vehicle,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5755827,11,1676469258,631244088,,2,/record_1676469258385881598,Subscribing to /mavros/altitude,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5756288,12,1676469258,642150034,,2,/record_1676469258385881598,Subscribing to /mavros/cam_imu_sync/cam_imu_stamp,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5756626,13,1676469258,651953023,,2,/record_1676469258385881598,Subscribing to /mavros/camera/image_captured,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5757222,14,1676469258,663143500,,2,/record_1676469258385881598,Subscribing to /mavros/debug_value/debug,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5757618,15,1676469258,672717012,,2,/record_1676469258385881598,Subscribing to /mavros/debug_value/debug_vector,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5758045,16,1676469258,683025693,,2,/record_1676469258385881598,Subscribing to /mavros/debug_value/named_value_float,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.575853,17,1676469258,692923347,,2,/record_1676469258385881598,Subscribing to /mavros/debug_value/named_value_int,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5758736,18,1676469258,702254846,,2,/record_1676469258385881598,Subscribing to /mavros/esc_info,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.575911,19,1676469258,712334236,,2,/record_1676469258385881598,Subscribing to /mavros/esc_status,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5759914,20,1676469258,722206353,,2,/record_1676469258385881598,Subscribing to /mavros/esc_telemetry,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5760233,21,1676469258,732446406,,2,/record_1676469258385881598,Subscribing to /mavros/geofence/waypoints,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.576058,22,1676469258,742809919,,2,/record_1676469258385881598,Subscribing to /mavros/global_position/raw/fix,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5760827,23,1676469258,752739831,,2,/record_1676469258385881598,Subscribing to /mavros/global_position/raw/gps_vel,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5761087,24,1676469258,764166192,,2,/record_1676469258385881598,Subscribing to /mavros/global_position/raw/satellites,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5761385,25,1676469258,777902650,,2,/record_1676469258385881598,Subscribing to /mavros/global_position/global,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5761786,26,1676469258,793498345,,2,/record_1676469258385881598,Subscribing to /mavros/global_position/local,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5761971,27,1676469258,805873129,,2,/record_1676469258385881598,Subscribing to /mavros/global_position/rel_alt,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5762274,28,1676469258,816193884,,2,/record_1676469258385881598,Subscribing to /mavros/global_position/compass_hdg,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.576255,29,1676469258,829181303,,2,/record_1676469258385881598,Subscribing to /mavros/global_position/gp_origin,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.576305,30,1676469258,839065420,,2,/record_1676469258385881598,Subscribing to /mavros/global_position/gp_lp_offset,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.576336,31,1676469258,849107422,,2,/record_1676469258385881598,Subscribing to /mavros/gps_rtk/rtk_baseline,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5763748,32,1676469258,859103573,,2,/record_1676469258385881598,Subscribing to /mavros/gpsstatus/gps1/raw,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5763845,33,1676469258,871063163,,2,/record_1676469258385881598,Subscribing to /mavros/gpsstatus/gps2/raw,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676469259.5763953,34,1676469258,881392325,,2,/record_1676469258385881598,Subscribing to /mavros/gpsstatus/gps1/rtk,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
