Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1676104288.870119,2,1676104287,834017463,,2,/record_1676104287672462642,Subscribing to /rosout_agg,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8701966,3,1676104287,842902002,,2,/record_1676104287672462642,Subscribing to /vrpn_client_node/UAV0/pose,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8702173,4,1676104287,853055116,,2,/record_1676104287672462642,Subscribing to /tf,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8702319,5,1676104287,863016568,,2,/record_1676104287672462642,Subscribing to /vrpn_client_node/UAV1/pose,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.870264,6,1676104287,875706052,,2,/record_1676104287672462642,Subscribing to /diagnostics,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.870342,7,1676104287,887460527,,2,/record_1676104287672462642,Subscribing to /tf_static,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.870655,8,1676104287,901118187,,2,/record_1676104287672462642,Subscribing to /mavlink/from,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8707447,9,1676104287,911888801,,2,/record_1676104287672462642,Subscribing to /mavros/radio_status,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8708036,10,1676104287,921420265,,2,/record_1676104287672462642,Subscribing to /mavros/target_actuator_control,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8709412,11,1676104287,931128410,,2,/record_1676104287672462642,Subscribing to /mavros/adsb/vehicle,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8709722,12,1676104287,940395142,,2,/record_1676104287672462642,Subscribing to /mavros/altitude,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.87121,13,1676104287,950922133,,2,/record_1676104287672462642,Subscribing to /mavros/cam_imu_sync/cam_imu_stamp,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8713877,14,1676104287,960963157,,2,/record_1676104287672462642,Subscribing to /mavros/camera/image_captured,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.87145,15,1676104287,971512537,,2,/record_1676104287672462642,Subscribing to /mavros/debug_value/debug,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8715694,16,1676104287,983483801,,2,/record_1676104287672462642,Subscribing to /mavros/debug_value/debug_vector,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8716607,17,1676104287,993385107,,2,/record_1676104287672462642,Subscribing to /mavros/debug_value/named_value_float,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8717463,18,1676104288,5889263,,2,/record_1676104287672462642,Subscribing to /mavros/debug_value/named_value_int,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8719242,19,1676104288,16400572,,2,/record_1676104287672462642,Subscribing to /mavros/esc_info,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.872004,20,1676104288,25497754,,2,/record_1676104287672462642,Subscribing to /mavros/esc_status,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.872069,21,1676104288,35344063,,2,/record_1676104287672462642,Subscribing to /mavros/esc_telemetry,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8721297,22,1676104288,43727839,,2,/record_1676104287672462642,Subscribing to /mavros/geofence/waypoints,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8721864,23,1676104288,53212270,,2,/record_1676104287672462642,Subscribing to /mavros/global_position/raw/fix,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8722198,24,1676104288,62321952,,2,/record_1676104287672462642,Subscribing to /mavros/global_position/raw/gps_vel,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8722482,25,1676104288,72845963,,2,/record_1676104287672462642,Subscribing to /mavros/global_position/raw/satellites,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8723028,26,1676104288,82280154,,2,/record_1676104287672462642,Subscribing to /mavros/global_position/global,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8726132,27,1676104288,92331679,,2,/record_1676104287672462642,Subscribing to /mavros/global_position/local,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.872668,28,1676104288,104293668,,2,/record_1676104287672462642,Subscribing to /mavros/global_position/rel_alt,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8726869,29,1676104288,114675924,,2,/record_1676104287672462642,Subscribing to /mavros/global_position/compass_hdg,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8727129,30,1676104288,125861768,,2,/record_1676104287672462642,Subscribing to /mavros/global_position/gp_origin,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8727372,31,1676104288,166148551,,2,/record_1676104287672462642,Subscribing to /mavros/global_position/gp_lp_offset,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8727536,32,1676104288,178337941,,2,/record_1676104287672462642,Subscribing to /mavros/gps_rtk/rtk_baseline,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8728592,33,1676104288,189905959,,2,/record_1676104287672462642,Subscribing to /mavros/gpsstatus/gps1/raw,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8728921,34,1676104288,199755805,,2,/record_1676104287672462642,Subscribing to /mavros/gpsstatus/gps2/raw,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8729024,35,1676104288,210419053,,2,/record_1676104287672462642,Subscribing to /mavros/gpsstatus/gps1/rtk,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8729227,36,1676104288,220765070,,2,/record_1676104287672462642,Subscribing to /mavros/gpsstatus/gps2/rtk,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.87294,37,1676104288,231039033,,2,/record_1676104287672462642,Subscribing to /move_base_simple/goal,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8729663,38,1676104288,241149390,,2,/record_1676104287672462642,Subscribing to /mavros/hil/controls,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8729808,39,1676104288,253041806,,2,/record_1676104287672462642,Subscribing to /mavros/hil/actuator_controls,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.873015,40,1676104288,263750442,,2,/record_1676104287672462642,Subscribing to /mavros/home_position/home,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.873025,41,1676104288,274187974,,2,/record_1676104287672462642,Subscribing to /mavros/imu/data,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8730562,42,1676104288,285280895,,2,/record_1676104287672462642,Subscribing to /mavros/imu/mag,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8731081,43,1676104288,296517794,,2,/record_1676104287672462642,Subscribing to /mavros/imu/temperature_imu,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1676104288.8731363,44,1676104288,306829274,,2,/record_1676104287672462642,Subscribing to /mavros/imu/temperature_baro,/tmp/binarydeb/ros-noetic-rosbag-1.15.14/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
